,Column Configuration,Differentia Bit Width,Stratum Retention Policy,Stratum Retention Policy Resolution Parameter,Stratigraphic Column Expected Retained Bits,Stratigraphic Column Mean Actual Retained Bits,Stratigraphic Column Target Retained Bits,Stratigraphic Column Expected Retained Bits Error,Stratigraphic Column Actual Num Retained Strata,Taxon Compared From,Taxon Compared To,Generation of Taxon Compared From,Generation of Taxon Compared To,Generation Of MRCA Lower Bound (inclusive),Generation Of MRCA Upper Bound (exclusive),MRCA Bound Confidence,Rank of Earliest Detectable Mrca With
738,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47640,47644,5001,5001,,,0.96875,512
739,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47640,47644,5001,5001,0.0,1024.0,0.99609375,0
740,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47640,47644,5001,5001,0.0,4096.0,1.0,0
741,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47640,47644,5001,5001,,,0.96875,128
742,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47640,47644,5001,5001,0.0,256.0,0.99609375,0
743,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47640,47644,5001,5001,0.0,4096.0,1.0,0
744,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47640,47644,5001,5001,,,0.96875,32
745,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47640,47644,5001,5001,0.0,64.0,0.99609375,0
746,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47640,47644,5001,5001,0.0,512.0,1.0,0
747,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47640,47644,5001,5001,,,0.96875,2048
748,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47640,47644,5001,5001,0.0,4096.0,0.99609375,0
749,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47640,47644,5001,5001,0.0,4096.0,1.0,0
750,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47640,47644,5001,5001,,,0.96875,512
751,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47640,47644,5001,5001,0.0,1024.0,0.99609375,0
752,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47640,47644,5001,5001,0.0,4096.0,1.0,0
753,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47640,47644,5001,5001,,,0.96875,64
754,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47640,47644,5001,5001,0.0,256.0,0.99609375,0
755,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47640,47644,5001,5001,0.0,4096.0,1.0,0
756,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47640,47643,5001,5001,,,0.96875,512
757,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47640,47643,5001,5001,0.0,1024.0,0.99609375,0
758,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47640,47643,5001,5001,0.0,4096.0,1.0,0
759,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47640,47643,5001,5001,0.0,160.0,0.96875,128
760,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47640,47643,5001,5001,0.0,256.0,0.99609375,0
761,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47640,47643,5001,5001,0.0,4096.0,1.0,0
762,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47640,47643,5001,5001,24.0,64.0,0.96875,32
763,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47640,47643,5001,5001,0.0,64.0,0.99609375,0
764,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47640,47643,5001,5001,0.0,512.0,1.0,0
765,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47640,47643,5001,5001,,,0.96875,2048
766,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47640,47643,5001,5001,0.0,4096.0,0.99609375,0
767,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47640,47643,5001,5001,0.0,4096.0,1.0,0
768,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47640,47643,5001,5001,0.0,640.0,0.96875,512
769,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47640,47643,5001,5001,0.0,1024.0,0.99609375,0
770,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47640,47643,5001,5001,0.0,4096.0,1.0,0
771,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47640,47643,5001,5001,,,0.96875,64
772,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47640,47643,5001,5001,0.0,256.0,0.99609375,0
773,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47640,47643,5001,5001,0.0,4096.0,1.0,0
774,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47640,47642,5001,5001,,,0.96875,512
775,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47640,47642,5001,5001,0.0,1024.0,0.99609375,0
776,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47640,47642,5001,5001,0.0,4096.0,1.0,0
777,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47640,47642,5001,5001,,,0.96875,128
778,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47640,47642,5001,5001,0.0,256.0,0.99609375,0
779,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47640,47642,5001,5001,0.0,4096.0,1.0,0
780,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47640,47642,5001,5001,0.0,40.0,0.96875,32
781,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47640,47642,5001,5001,0.0,64.0,0.99609375,0
782,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47640,47642,5001,5001,0.0,512.0,1.0,0
783,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47640,47642,5001,5001,,,0.96875,2048
784,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47640,47642,5001,5001,0.0,4096.0,0.99609375,0
785,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47640,47642,5001,5001,0.0,4096.0,1.0,0
786,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47640,47642,5001,5001,,,0.96875,512
787,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47640,47642,5001,5001,0.0,1024.0,0.99609375,0
788,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47640,47642,5001,5001,0.0,4096.0,1.0,0
789,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47640,47642,5001,5001,0.0,80.0,0.96875,64
790,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47640,47642,5001,5001,0.0,256.0,0.99609375,0
791,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47640,47642,5001,5001,0.0,4096.0,1.0,0
792,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47640,47641,5001,5001,,,0.96875,512
793,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47640,47641,5001,5001,0.0,1024.0,0.99609375,0
794,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47640,47641,5001,5001,0.0,4096.0,1.0,0
795,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47640,47641,5001,5001,,,0.96875,128
796,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47640,47641,5001,5001,0.0,256.0,0.99609375,0
797,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47640,47641,5001,5001,0.0,4096.0,1.0,0
798,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47640,47641,5001,5001,0.0,40.0,0.96875,32
799,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47640,47641,5001,5001,0.0,64.0,0.99609375,0
800,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47640,47641,5001,5001,0.0,512.0,1.0,0
801,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47640,47641,5001,5001,,,0.96875,2048
802,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47640,47641,5001,5001,0.0,4096.0,0.99609375,0
803,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47640,47641,5001,5001,0.0,4096.0,1.0,0
804,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47640,47641,5001,5001,,,0.96875,512
805,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47640,47641,5001,5001,0.0,1024.0,0.99609375,0
806,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47640,47641,5001,5001,0.0,4096.0,1.0,0
807,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47640,47641,5001,5001,32.0,112.0,0.96875,64
808,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47640,47641,5001,5001,0.0,256.0,0.99609375,0
809,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47640,47641,5001,5001,0.0,4096.0,1.0,0
810,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47640,47639,5001,5001,,,0.96875,512
811,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47640,47639,5001,5001,0.0,1024.0,0.99609375,0
812,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47640,47639,5001,5001,0.0,4096.0,1.0,0
